instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>2%64:status,P33>2%64:successful_repeats,P33>2%64:result,gap0.005-0.04:status,gap0.005-0.04:successful_repeats,gap0.005-0.04:result,result_match,P33>2%64:matches_reference,gap0.005-0.04:matches_reference,P33>2%64:wall_vs_Concorde_relative_change,gap0.005-0.04:wall_vs_Concorde_relative_change,P33>2%64:wall_seconds,gap0.005-0.04:wall_seconds,relative_change:wall_seconds,P33>2%64:branches,gap0.005-0.04:branches,relative_change:branches,P33>2%64:nodes_expanded,gap0.005-0.04:nodes_expanded,P33>2%64:pruned_by_bound,gap0.005-0.04:pruned_by_bound,P33>2%64:pruned_infeasible,gap0.005-0.04:pruned_infeasible,P33>2%64:root_potential_iterations,gap0.005-0.04:root_potential_iterations,P33>2%64:search_node_potential_update_candidates,gap0.005-0.04:search_node_potential_update_candidates,P33>2%64:search_node_potential_updates_triggered,gap0.005-0.04:search_node_potential_updates_triggered,P33>2%64:search_node_potential_updates_skipped_total,gap0.005-0.04:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>2%64:search_node_potential_iterations,gap0.005-0.04:search_node_potential_iterations,P33>2%64:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.04:search_node_potential_updates_skipped_budget_exhausted,P33>2%64:search_node_potential_updates_skipped_depth_interval,gap0.005-0.04:search_node_potential_updates_skipped_depth_interval,P33>2%64:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.04:search_node_potential_updates_skipped_gap_above_maximum,P33>2%64:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.04:search_node_potential_updates_skipped_gap_below_minimum,P33>2%64:search_node_potential_updates_skipped_invalid_state,gap0.005-0.04:search_node_potential_updates_skipped_invalid_state,P33>2%64:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.04:search_node_potential_updates_skipped_numerically_unsafe,P33>2%64:search_node_potential_updates_skipped_strategy_none,gap0.005-0.04:search_node_potential_updates_skipped_strategy_none,P33>2%64:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.04:search_node_potential_updates_skipped_update_depth_zero,P33>2%64:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.04:search_node_potential_updates_skipped_zero_iteration_limit,P33>2%64:search_node_potential_updates_skipped_zero_violation,gap0.005-0.04:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.3375597390835605,-0.3818412730465397,0.05934448540210724,0.0553775392472744,-0.06684607892297911,373.0,265.0,-0.28954423592493295,281.0,207.0,155.0,114.0,111.0,74.0,100.0,100.0,280.0,206.0,0.0,1.0,280.0,205.0,-0.2678571428571429,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.3541596788707717,-0.35332672709224466,0.015404123812913895,0.015423990786075592,0.0012897178316004787,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,0.3123790449260626,-0.08999301837322848,0.05352479964494705,0.037114232778549194,-0.30659744595507477,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.17578841542464607,-0.33694109074544787,0.04694149270653725,0.0377633310854435,-0.19552342910082965,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.328197818498396,0.1892877256327392,0.4837176725268364,0.10796886868774891,-0.7767936240085195,168561.0,25075.0,-0.8512407971001597,112098.0,17028.0,101529.0,14788.0,5737.0,742.0,120.0,120.0,112097.0,17027.0,0.0,2.0,112097.0,17025.0,-0.8481226080983434,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5458054460934563,0.7535648634232308,0.010783514007925987,0.041633240878582,2.860823183238893,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.0788738832742053,0.1264239276939394,0.04671280458569527,0.04877161420881748,0.04407377466161977,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.15547580673902794,0.33257502108668713,0.03177923709154129,0.05014446936547756,0.5779003511328649,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,160.27812016547261,16.051528155254772,12.71113145723939,1.3439158126711845,-0.894272526628164,3753746.0,163992.0,-0.956312440958978,2747059.0,120115.0,1940110.0,94615.0,434193.0,1480.0,500.0,500.0,2747057.0,120178.0,12.0,247.0,2747045.0,119931.0,-0.9563418145680176,768.0,6545.0,0.0,0.0,0.0,0.0,0.0,0.0,2747044.0,119930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.884955151629957,0.6690435228840423,0.10853893682360649,0.0961063764989376,-0.1145447033894742,18700.0,2141.0,-0.8855080213903743,15848.0,1646.0,7304.0,950.0,6720.0,552.0,400.0,400.0,15847.0,1726.0,0.0,161.0,15847.0,1565.0,-0.9012431375023664,0.0,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,15846.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,15.50037266234665,2.730512316968329,0.6416761111468077,0.14507433772087097,-0.7739134507257981,134260.0,4438.0,-0.9669447340980187,105325.0,3635.0,76422.0,2427.0,503.0,3.0,464.0,364.0,105323.0,3635.0,4.0,30.0,105319.0,3605.0,-0.9657706586655779,256.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,105318.0,3604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
