instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,gap0.005-0.01:status,gap0.005-0.01:successful_repeats,gap0.005-0.01:result,gap0.005-0.04:status,gap0.005-0.04:successful_repeats,gap0.005-0.04:result,result_match,gap0.005-0.01:matches_reference,gap0.005-0.04:matches_reference,gap0.005-0.01:wall_vs_Concorde_relative_change,gap0.005-0.04:wall_vs_Concorde_relative_change,gap0.005-0.01:wall_seconds,gap0.005-0.04:wall_seconds,relative_change:wall_seconds,gap0.005-0.01:branches,gap0.005-0.04:branches,relative_change:branches,gap0.005-0.01:nodes_expanded,gap0.005-0.04:nodes_expanded,gap0.005-0.01:pruned_by_bound,gap0.005-0.04:pruned_by_bound,gap0.005-0.01:pruned_infeasible,gap0.005-0.04:pruned_infeasible,gap0.005-0.01:root_potential_iterations,gap0.005-0.04:root_potential_iterations,gap0.005-0.01:search_node_potential_update_candidates,gap0.005-0.04:search_node_potential_update_candidates,gap0.005-0.01:search_node_potential_updates_triggered,gap0.005-0.04:search_node_potential_updates_triggered,gap0.005-0.01:search_node_potential_updates_skipped_total,gap0.005-0.04:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,gap0.005-0.01:search_node_potential_iterations,gap0.005-0.04:search_node_potential_iterations,gap0.005-0.01:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.04:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.01:search_node_potential_updates_skipped_depth_interval,gap0.005-0.04:search_node_potential_updates_skipped_depth_interval,gap0.005-0.01:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.04:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.01:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.04:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.01:search_node_potential_updates_skipped_invalid_state,gap0.005-0.04:search_node_potential_updates_skipped_invalid_state,gap0.005-0.01:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.04:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.01:search_node_potential_updates_skipped_strategy_none,gap0.005-0.04:search_node_potential_updates_skipped_strategy_none,gap0.005-0.01:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.04:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.01:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.04:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.01:search_node_potential_updates_skipped_zero_violation,gap0.005-0.04:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.14280981727191444,-0.3818412730465397,0.07679109089076519,0.0553775392472744,-0.27885463528511956,265.0,265.0,0.0,207.0,207.0,114.0,114.0,74.0,74.0,100.0,100.0,206.0,206.0,1.0,1.0,205.0,205.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.36454182224640364,-0.35332672709224466,0.015156496316194534,0.015423990786075592,0.017648832837127593,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.06921383009706361,-0.08999301837322848,0.037961702793836594,0.037114232778549194,-0.022324341452485963,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,0.04566536675854538,-0.33694109074544787,0.05955399572849274,0.0377633310854435,-0.365897608993242,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,0.6064502199825534,0.1892877256327392,0.14584074914455414,0.10796886868774891,-0.25967968951714215,25075.0,25075.0,0.0,17028.0,17028.0,14788.0,14788.0,742.0,742.0,120.0,120.0,17027.0,17027.0,2.0,2.0,17025.0,17025.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,17025.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,0.07497335918843406,0.7535648634232308,0.025522081181406975,0.041633240878582,0.6312635549843846,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.04314588510993134,0.1264239276939394,0.04516586288809776,0.04877161420881748,0.0798335532668395,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,0.11502995695543872,0.33257502108668713,0.04195830225944519,0.05014446936547756,0.1951024389741507,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,58.09543677451735,16.051528155254772,4.6576055362820625,1.3439158126711845,-0.7114577861516442,199088.0,163992.0,-0.1762838543759544,120115.0,120115.0,124003.0,94615.0,1470.0,1480.0,500.0,500.0,139305.0,120178.0,19203.0,247.0,120102.0,119931.0,-0.0014237897786880671,64392.0,6545.0,0.0,0.0,0.0,0.0,8472.0,0.0,111629.0,119930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.6145755779333752,0.6690435228840423,0.09297001920640469,0.0961063764989376,0.03373514730130189,1675.0,2141.0,0.27820895522388067,1286.0,1646.0,779.0,950.0,494.0,552.0,400.0,400.0,1444.0,1726.0,227.0,161.0,1217.0,1565.0,0.28594905505341006,3398.0,3293.0,0.0,0.0,0.0,0.0,86.0,0.0,1131.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
