instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>1%:status,P33>1%:successful_repeats,P33>1%:result,P33>2%128:status,P33>2%128:successful_repeats,P33>2%128:result,result_match,P33>1%:matches_reference,P33>2%128:matches_reference,P33>1%:wall_vs_Concorde_relative_change,P33>2%128:wall_vs_Concorde_relative_change,P33>1%:wall_seconds,P33>2%128:wall_seconds,relative_change:wall_seconds,P33>1%:branches,P33>2%128:branches,relative_change:branches,P33>1%:nodes_expanded,P33>2%128:nodes_expanded,P33>1%:pruned_by_bound,P33>2%128:pruned_by_bound,P33>1%:pruned_infeasible,P33>2%128:pruned_infeasible,P33>1%:root_potential_iterations,P33>2%128:root_potential_iterations,P33>1%:search_node_potential_update_candidates,P33>2%128:search_node_potential_update_candidates,P33>1%:search_node_potential_updates_triggered,P33>2%128:search_node_potential_updates_triggered,P33>1%:search_node_potential_updates_skipped_total,P33>2%128:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>1%:search_node_potential_iterations,P33>2%128:search_node_potential_iterations,P33>1%:search_node_potential_updates_skipped_budget_exhausted,P33>2%128:search_node_potential_updates_skipped_budget_exhausted,P33>1%:search_node_potential_updates_skipped_depth_interval,P33>2%128:search_node_potential_updates_skipped_depth_interval,P33>1%:search_node_potential_updates_skipped_gap_above_maximum,P33>2%128:search_node_potential_updates_skipped_gap_above_maximum,P33>1%:search_node_potential_updates_skipped_gap_below_minimum,P33>2%128:search_node_potential_updates_skipped_gap_below_minimum,P33>1%:search_node_potential_updates_skipped_invalid_state,P33>2%128:search_node_potential_updates_skipped_invalid_state,P33>1%:search_node_potential_updates_skipped_numerically_unsafe,P33>2%128:search_node_potential_updates_skipped_numerically_unsafe,P33>1%:search_node_potential_updates_skipped_strategy_none,P33>2%128:search_node_potential_updates_skipped_strategy_none,P33>1%:search_node_potential_updates_skipped_update_depth_zero,P33>2%128:search_node_potential_updates_skipped_update_depth_zero,P33>1%:search_node_potential_updates_skipped_zero_iteration_limit,P33>2%128:search_node_potential_updates_skipped_zero_iteration_limit,P33>1%:search_node_potential_updates_skipped_zero_violation,P33>2%128:search_node_potential_updates_skipped_zero_violation
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,23.255769608694717,28.420170245935115,0.9432725086808205,1.1441087312996387,0.2129143177295505,229756.0,282120.0,0.227911349431571,180516.0,219227.0,134299.0,164940.0,8.0,50.0,364.0,364.0,180515.0,219226.0,14.0,4.0,180501.0,219222.0,0.2145195871491017,448.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,180500.0,219221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.13602282132770593,-0.8022671586436094,0.033490683883428574,0.005829291418194771,-0.8259428968818655,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,999.8590077471562,1039.8911628441433,160.03164547495544,166.43255869299173,0.03999779667976999,33477059.0,34486837.0,0.030163282861854768,23949082.0,24700414.0,19284144.0,19842895.0,0.0,0.0,400.0,400.0,23949081.0,24700413.0,30.0,14.0,23949051.0,24700399.0,0.03137276712968706,960.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,23949045.0,24700392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,596.892906006403,964.6968029270494,200.92214829847217,324.5227937977761,0.6151668521665106,22111856.0,23981872.0,0.08457073888324884,15925591.0,16170127.0,12764681.0,14214948.0,317730.0,85.0,800.0,800.0,15925589.0,16170125.0,69.0,3.0,15925520.0,16170122.0,0.015359121711567392,2208.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,15925515.0,16170122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,1.547993063071115,0.7510331667166554,0.04625231958925724,0.031785544008016586,-0.3127794607862384,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,2.835152774689068,3.969688441578122,0.03266812115907669,0.042332181707024574,0.2958254164936194,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.5887543172529863,1.389939521724377,0.035113872960209846,0.03241714835166931,-0.07679940665036855,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,7.010184085875821,3.651051529888427,0.6163321509957314,0.3578685037791729,-0.41935772261594795,252439.0,154424.0,-0.38827201819053314,176186.0,111300.0,147965.0,91367.0,1085.0,302.0,334.0,334.0,176206.0,111299.0,132.0,2.0,176074.0,111297.0,-0.3678964526278724,3809.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,176073.0,111295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,28.37233817462743,39.84089559934222,5.917192045599222,8.227585462853312,0.39045435731165656,1626050.0,2490722.0,0.5317622459333968,1140674.0,1672187.0,955102.0,1488093.0,3416.0,6435.0,684.0,684.0,1140672.0,1672185.0,44.0,0.0,1140628.0,1672185.0,0.46602134964247766,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140626.0,1672184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.700684952202097,0.3973407527698183,0.05315430834889412,0.04367339238524437,-0.17836589842198558,44.0,44.0,0.0,36.0,36.0,19.0,19.0,14.0,14.0,100.0,100.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,385.0512235273523,349.46700229772676,46.031059108674526,41.78815223276615,-0.09217486970897881,12830193.0,11780411.0,-0.08182121656314911,9387107.0,8463763.0,7415304.0,6853777.0,2734.0,3518.0,618.0,618.0,9387106.0,8463761.0,170.0,5.0,9386936.0,8463756.0,-0.09834732014791625,5434.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,9386934.0,8463754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,177.11502453494214,4220.8201661282865,25.094264583662152,594.803681217134,22.70277396391151,6388200.0,163909963.0,24.65823909708525,4387581.0,112643137.0,3824577.0,97193741.0,160.0,632.0,778.0,778.0,4387581.0,112643135.0,135.0,6.0,4387446.0,112643129.0,24.67396362257222,4277.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,4387435.0,112643124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.3932067979848006,1.2447612182783305,0.1933028232306242,0.18131265603005886,-0.062027894886254265,360.0,348.0,-0.033333333333333326,231.0,225.0,215.0,212.0,2.0,3.0,333.0,333.0,230.0,224.0,1.0,0.0,229.0,224.0,-0.02183406113537123,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,2.8321566753710674,7.270244480714835,1.679510936141014,3.6245819851756096,1.1581175252742058,236436.0,660814.0,1.794895870341234,176703.0,487141.0,138024.0,383782.0,16.0,84.0,341.0,341.0,176702.0,487140.0,37.0,0.0,176665.0,487140.0,1.7574222398324513,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176665.0,487140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,2110.562930213687,7194.702228006857,454.28366645239294,1548.090252989903,2.4077612014521694,107673822.0,411309055.0,2.81995407388808,75727423.0,292385456.0,64820544.0,249395520.0,173410.0,432349.0,361.0,361.0,75730677.0,292385456.0,54982.0,765.0,75675695.0,292384691.0,2.8636538587455327,1698268.0,97805.0,0.0,0.0,0.0,0.0,0.0,0.0,75675689.0,292384686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.6842764078324362,-0.5813305395601279,0.366460207849741,0.48594942316412926,0.3260632744152736,56265.0,91741.0,0.6305163067626411,44301.0,67911.0,31364.0,52854.0,3.0,346.0,400.0,400.0,44300.0,67910.0,6.0,0.0,44294.0,67910.0,0.5331647627218132,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44292.0,67907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,11.905502893409533,1098.8296200674781,1.0129747036844492,86.32748314365745,84.22175611065332,179941.0,24725998.0,136.41169605592944,133000.0,16622053.0,103118.0,14299162.0,0.0,2941.0,400.0,400.0,132999.0,16622052.0,18.0,6.0,132981.0,16622046.0,123.99564599454057,576.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,132977.0,16622043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,39.665680659052114,327.0205353055955,2.903845677152276,23.423215793445706,7.066274312626774,1023830.0,8618313.0,7.417718761903831,784165.0,5632636.0,594803.0,5132248.0,132.0,44851.0,361.0,734.0,784164.0,5632634.0,16.0,2.0,784148.0,5632632.0,6.183123594015416,512.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,784148.0,5632632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,0.29000022770731615,0.31163979298654865,0.04368609935045242,0.044418927282094955,0.016774853844554682,8.0,8.0,0.0,4.0,4.0,2.0,2.0,6.0,6.0,100.0,100.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u159.tsp,ok,0.12093745544552803,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,6945.995582832144,5817.577822147745,840.1519687790424,703.6839961223304,-0.16243248570259872,37521797.0,29118868.0,-0.2239479361822676,28697653.0,21805023.0,21122253.0,16338318.0,46.0,103.0,800.0,800.0,28697651.0,21805021.0,41.0,14.0,28697610.0,21805007.0,-0.24018038435953382,1312.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,28697603.0,21805002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,0.9155701928978444,0.7129152090420234,0.061174506321549416,0.0547026377171278,-0.10579355672122237,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.12102523034188462,-0.18434913059250824,0.040008772164583206,0.03712642379105091,-0.07204291003171115,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.1989000365138054,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,timeout,0,,,True,,2201.99971510766,,204.97420612350106,,,53358391.0,,,38306166.0,,31453325.0,,1277.0,,649.0,,38306181.0,,579.0,,38305602.0,,,18284.0,,0.0,,0.0,,0.0,,38305601.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,timeout,0,,,True,,6228.44168529863,,1142.2402504365891,,,315734708.0,,,225004712.0,,184715670.0,,540133.0,,745.0,,225004710.0,,97.0,,225004613.0,,,3104.0,,0.0,,0.0,,0.0,,225004613.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,timeout,0,,,True,,2000.4873840919238,,500.0439779907465,,,30259466.0,,,22675624.0,,17404178.0,,825178.0,,400.0,,22675623.0,,236.0,,22675387.0,,,7552.0,,0.0,,0.0,,0.0,,22675387.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.48868450708687305,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rat195.tsp,ok,2.86149631254375,2323.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si175.tsp,ok,1.865148700773716,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xqf131.tsp,ok,0.36307481303811073,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
