instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>2%64:status,P33>2%64:successful_repeats,P33>2%64:result,P33>5%128:status,P33>5%128:successful_repeats,P33>5%128:result,result_match,P33>2%64:matches_reference,P33>5%128:matches_reference,P33>2%64:wall_vs_Concorde_relative_change,P33>5%128:wall_vs_Concorde_relative_change,P33>2%64:wall_seconds,P33>5%128:wall_seconds,relative_change:wall_seconds,P33>2%64:branches,P33>5%128:branches,relative_change:branches,P33>2%64:nodes_expanded,P33>5%128:nodes_expanded,P33>2%64:pruned_by_bound,P33>5%128:pruned_by_bound,P33>2%64:pruned_infeasible,P33>5%128:pruned_infeasible,P33>2%64:root_potential_iterations,P33>5%128:root_potential_iterations,P33>2%64:search_node_potential_update_candidates,P33>5%128:search_node_potential_update_candidates,P33>2%64:search_node_potential_updates_triggered,P33>5%128:search_node_potential_updates_triggered,P33>2%64:search_node_potential_updates_skipped_total,P33>5%128:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>2%64:search_node_potential_iterations,P33>5%128:search_node_potential_iterations,P33>2%64:search_node_potential_updates_skipped_budget_exhausted,P33>5%128:search_node_potential_updates_skipped_budget_exhausted,P33>2%64:search_node_potential_updates_skipped_depth_interval,P33>5%128:search_node_potential_updates_skipped_depth_interval,P33>2%64:search_node_potential_updates_skipped_gap_above_maximum,P33>5%128:search_node_potential_updates_skipped_gap_above_maximum,P33>2%64:search_node_potential_updates_skipped_gap_below_minimum,P33>5%128:search_node_potential_updates_skipped_gap_below_minimum,P33>2%64:search_node_potential_updates_skipped_invalid_state,P33>5%128:search_node_potential_updates_skipped_invalid_state,P33>2%64:search_node_potential_updates_skipped_numerically_unsafe,P33>5%128:search_node_potential_updates_skipped_numerically_unsafe,P33>2%64:search_node_potential_updates_skipped_strategy_none,P33>5%128:search_node_potential_updates_skipped_strategy_none,P33>2%64:search_node_potential_updates_skipped_update_depth_zero,P33>5%128:search_node_potential_updates_skipped_update_depth_zero,P33>2%64:search_node_potential_updates_skipped_zero_iteration_limit,P33>5%128:search_node_potential_updates_skipped_zero_iteration_limit,P33>2%64:search_node_potential_updates_skipped_zero_violation,P33>5%128:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.3375597390835605,-0.5838064589880304,0.05934448540210724,0.03728455677628517,-0.3717266815332221,373.0,373.0,0.0,281.0,281.0,155.0,155.0,111.0,111.0,100.0,100.0,280.0,280.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.3541596788707717,0.6519796115021066,0.015404123812913895,0.03940184228122234,1.5578762388413288,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,0.3123790449260626,-0.8246595058294323,0.05352479964494705,0.007151184603571892,-0.866394929994904,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.17578841542464607,-0.3460649544160028,0.04694149270653725,0.03724369779229164,-0.20659323671006857,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.328197818498396,4.583887433340323,0.4837176725268364,0.5069303214550018,0.04798801087193616,168561.0,168561.0,0.0,112098.0,112098.0,101529.0,101529.0,5737.0,5737.0,120.0,120.0,112097.0,112097.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5458054460934563,0.055880313383654956,0.010783514007925987,0.025068772956728935,1.3247313388106274,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.0788738832742053,0.19337806753959152,0.04671280458569527,0.05167057737708092,0.10613305784906468,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.15547580673902794,-0.3749535696890258,0.03177923709154129,0.023520343005657196,-0.2598833339546207,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,160.27812016547261,164.78550801400849,12.71113145723939,13.066381130367517,0.02794791906001426,3753746.0,3763318.0,0.0025499860672513197,2747059.0,2747059.0,1940110.0,1946823.0,434193.0,434189.0,500.0,500.0,2747057.0,2747057.0,12.0,0.0,2747045.0,2747057.0,4.36833033323758e-06,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2747044.0,2747056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.884955151629957,0.7531196601766503,0.10853893682360649,0.10094762407243252,-0.06994091681136605,18700.0,18700.0,0.0,15848.0,15848.0,7304.0,7304.0,6720.0,6720.0,400.0,400.0,15847.0,15847.0,0.0,0.0,15847.0,15847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15846.0,15846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
