instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>5%64:status,P33>5%64:successful_repeats,P33>5%64:result,gap0.005-0.03:status,gap0.005-0.03:successful_repeats,gap0.005-0.03:result,result_match,P33>5%64:matches_reference,gap0.005-0.03:matches_reference,P33>5%64:wall_vs_Concorde_relative_change,gap0.005-0.03:wall_vs_Concorde_relative_change,P33>5%64:wall_seconds,gap0.005-0.03:wall_seconds,relative_change:wall_seconds,P33>5%64:branches,gap0.005-0.03:branches,relative_change:branches,P33>5%64:nodes_expanded,gap0.005-0.03:nodes_expanded,P33>5%64:pruned_by_bound,gap0.005-0.03:pruned_by_bound,P33>5%64:pruned_infeasible,gap0.005-0.03:pruned_infeasible,P33>5%64:root_potential_iterations,gap0.005-0.03:root_potential_iterations,P33>5%64:search_node_potential_update_candidates,gap0.005-0.03:search_node_potential_update_candidates,P33>5%64:search_node_potential_updates_triggered,gap0.005-0.03:search_node_potential_updates_triggered,P33>5%64:search_node_potential_updates_skipped_total,gap0.005-0.03:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>5%64:search_node_potential_iterations,gap0.005-0.03:search_node_potential_iterations,P33>5%64:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.03:search_node_potential_updates_skipped_budget_exhausted,P33>5%64:search_node_potential_updates_skipped_depth_interval,gap0.005-0.03:search_node_potential_updates_skipped_depth_interval,P33>5%64:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.03:search_node_potential_updates_skipped_gap_above_maximum,P33>5%64:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.03:search_node_potential_updates_skipped_gap_below_minimum,P33>5%64:search_node_potential_updates_skipped_invalid_state,gap0.005-0.03:search_node_potential_updates_skipped_invalid_state,P33>5%64:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.03:search_node_potential_updates_skipped_numerically_unsafe,P33>5%64:search_node_potential_updates_skipped_strategy_none,gap0.005-0.03:search_node_potential_updates_skipped_strategy_none,P33>5%64:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.03:search_node_potential_updates_skipped_update_depth_zero,P33>5%64:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.03:search_node_potential_updates_skipped_zero_iteration_limit,P33>5%64:search_node_potential_updates_skipped_zero_violation,gap0.005-0.03:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.4621771505040877,-0.3825600320429826,0.048180676996707916,0.055313149467110634,0.14803595372663736,373.0,265.0,-0.28954423592493295,281.0,207.0,155.0,114.0,111.0,74.0,100.0,100.0,280.0,206.0,0.0,1.0,280.0,205.0,-0.2678571428571429,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.31133060415243563,-0.35727500911163035,0.01642565242946148,0.015329819172620773,-0.0667147476513743,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.19707633931847868,0.06111944518925183,0.03274688683450222,0.04327728785574436,0.32156953039417724,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.20615854910892406,-0.3591837789257901,0.04521181620657444,0.036496538668870926,-0.19276548187940723,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.639683417656713,0.7551772690870517,0.5119957309216261,0.15934285707771778,-0.6887808873115209,168561.0,25075.0,-0.8512407971001597,112098.0,17028.0,101529.0,14788.0,5737.0,742.0,120.0,120.0,112097.0,17027.0,0.0,2.0,112097.0,17025.0,-0.8481226080983434,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,0.023205102043938552,0.51953634671254,0.024292996153235435,0.036076921969652176,0.4850750291189303,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.19722577025143884,0.18943808810547025,0.03475831262767315,0.05149998515844345,0.48165953019943974,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.31669753770854037,-0.037629242582040034,0.025712503120303154,0.03621377423405647,0.4084110778565657,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,160.0041032797382,15.936756071689608,12.68953482247889,1.3348700534552336,-0.8948054383293408,3763318.0,163992.0,-0.9564235602731419,2747059.0,120115.0,1946823.0,94615.0,434189.0,1480.0,500.0,500.0,2747057.0,120178.0,0.0,247.0,2747057.0,119931.0,-0.9563420052805602,0.0,6545.0,0.0,0.0,0.0,0.0,0.0,0.0,2747056.0,119930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.6874779872797854,0.5545974334429797,0.09716786444187164,0.08951637521386147,-0.07874505909911711,18700.0,2141.0,-0.8855080213903743,15848.0,1646.0,7304.0,950.0,6720.0,552.0,400.0,400.0,15847.0,1726.0,0.0,161.0,15847.0,1565.0,-0.9012431375023664,0.0,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,15846.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
