instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PS-PS64:status,PS-PS64:successful_repeats,PS-PS64:result,PSD-PSD32:status,PSD-PSD32:successful_repeats,PSD-PSD32:result,result_match,PS-PS64:matches_reference,PSD-PSD32:matches_reference,PS-PS64:wall_vs_Concorde_relative_change,PSD-PSD32:wall_vs_Concorde_relative_change,PS-PS64:wall_seconds,PSD-PSD32:wall_seconds,relative_change:wall_seconds,PS-PS64:branches,PSD-PSD32:branches,relative_change:branches,PS-PS64:nodes_expanded,PSD-PSD32:nodes_expanded,PS-PS64:pruned_by_bound,PSD-PSD32:pruned_by_bound,PS-PS64:pruned_infeasible,PSD-PSD32:pruned_infeasible,PS-PS64:root_potential_iterations,PSD-PSD32:root_potential_iterations,PS-PS64:search_node_potential_update_candidates,PSD-PSD32:search_node_potential_update_candidates,PS-PS64:search_node_potential_updates_triggered,PSD-PSD32:search_node_potential_updates_triggered,PS-PS64:search_node_potential_updates_skipped_total,PSD-PSD32:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PS-PS64:search_node_potential_iterations,PSD-PSD32:search_node_potential_iterations,PS-PS64:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD32:search_node_potential_updates_skipped_budget_exhausted,PS-PS64:search_node_potential_updates_skipped_depth_interval,PSD-PSD32:search_node_potential_updates_skipped_depth_interval,PS-PS64:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD32:search_node_potential_updates_skipped_gap_above_maximum,PS-PS64:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD32:search_node_potential_updates_skipped_gap_below_minimum,PS-PS64:search_node_potential_updates_skipped_invalid_state,PSD-PSD32:search_node_potential_updates_skipped_invalid_state,PS-PS64:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD32:search_node_potential_updates_skipped_numerically_unsafe,PS-PS64:search_node_potential_updates_skipped_strategy_none,PSD-PSD32:search_node_potential_updates_skipped_strategy_none,PS-PS64:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD32:search_node_potential_updates_skipped_update_depth_zero,PS-PS64:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD32:search_node_potential_updates_skipped_zero_iteration_limit,PS-PS64:search_node_potential_updates_skipped_zero_violation,PSD-PSD32:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.41773946854541055,-0.4932716847462204,0.05216161161661148,0.04539508372545242,-0.1297223701770015,48.0,36.0,-0.25,18.0,13.0,31.0,23.0,2.0,0.0,100.0,100.0,42.0,33.0,42.0,33.0,0.0,0.0,0.0,376.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.2776226091195334,0.07361611575046534,0.017229631543159485,0.02560712769627571,0.4862260769843487,2.0,3.0,0.5,1.0,1.0,1.0,2.0,3.0,1.0,100.0,100.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.29111826278382813,-0.5385454805692518,0.028911428526043892,0.01882021874189377,-0.3490387814998417,10.0,12.0,0.19999999999999996,3.0,3.0,6.0,8.0,2.0,3.0,100.0,100.0,7.0,10.0,7.0,10.0,0.0,0.0,0.0,47.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.1372372003092569,-0.2657716443859537,0.04913710802793503,0.04181665927171707,-0.14898004888802563,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.3740360574135003,-0.4701168437203571,0.056827811524271965,0.04810516722500324,-0.15349252531998625,86.0,17.0,-0.8023255813953488,28.0,5.0,59.0,12.0,0.0,0.0,100.0,100.0,82.0,16.0,82.0,16.0,0.0,0.0,0.0,734.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.1840448389394953,-0.7731789182233978,0.019372455775737762,0.005385199561715126,-0.7220177129809429,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,ok,1,6110.0,ok,1,6110.0,True,True,True,3995.643389165524,4900.016349865168,739.3458348196,906.6473217196763,0.22628312627323832,842923.0,578298.0,-0.3139373347268968,266389.0,186453.0,582268.0,393788.0,1.0,0.0,400.0,400.0,794139.0,550509.0,793794.0,550488.0,345.0,21.0,-0.9391304347826087,7183071.0,9007739.0,0.0,0.0,0.0,0.0,343.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,1679.6457379109356,254.8578137686346,559.4640149530023,85.17157216370106,-0.8477621975903922,421296.0,43137.0,-0.8976088071094908,133187.0,13504.0,290578.0,29782.0,0.0,0.0,400.0,400.0,402315.0,41237.0,402195.0,41217.0,120.0,20.0,-0.8333333333333334,3690548.0,665531.0,0.0,0.0,0.0,0.0,119.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.10906304109058784,-0.2912168176455807,0.038575559854507446,0.030688712373375893,-0.20445192528320488,5.0,4.0,-0.19999999999999996,1.0,1.0,4.0,3.0,0.0,0.0,100.0,100.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.24042936652820068,-0.48191737384617217,0.028582455590367317,0.019495321437716484,-0.31792699279880354,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
